LKH,1000,ALPHA,trials,1,1,23155937.742,1603.204461
NeuroLKH,1000,ALPHA,trials,1,1,23148300.17,340.65005609225443
LKH,1000,ALPHA,trials,10,10,23143416.968,1903.1931149999975
NeuroLKH,1000,ALPHA,trials,10,10,23136823.451,753.4822610922547
LKH,1000,ALPHA,trials,100,100,23135399.752,3437.7921660000025
NeuroLKH,1000,ALPHA,trials,100,100,23132118.106,3677.5993560922548
LKH,1000,ALPHA,trials,1000,1000,23132154.461,17329.65087400001
NeuroLKH,1000,ALPHA,trials,1000,1000,23131321.192,31797.223599092278
LKH,1000,ALPHA,timelimit,1,1,23155937.742,1603.204461
NeuroLKH,1000,ALPHA,timelimit,1,35,23133523.453,1603.9138020922535
LKH,1000,ALPHA,timelimit,10,10,23143416.968,1903.1931149999975
NeuroLKH,1000,ALPHA,timelimit,10,45,23133004.099,1928.9969780922577
LKH,1000,ALPHA,timelimit,100,100,23135399.752,3437.7921660000025
NeuroLKH,1000,ALPHA,timelimit,100,93,23132193.941,3461.21959209226
LKH,1000,ALPHA,timelimit,1000,1000,23132154.461,17329.65087400001
NeuroLKH,1000,ALPHA,timelimit,1000,537,23131385.111,17350.80711809222
LKH,500,ALPHA,trials,1,1,16556610.247,450.91857999999974
NeuroLKH,500,ALPHA,trials,1,1,16550917.803,142.7064776299286
LKH,500,ALPHA,trials,10,10,16548019.776,587.5873840000002
NeuroLKH,500,ALPHA,trials,10,10,16544245.276,292.03272862992867
LKH,500,ALPHA,trials,100,100,16543726.223,1513.7709189999978
NeuroLKH,500,ALPHA,trials,100,100,16542191.333,1476.2954586299286
LKH,500,ALPHA,trials,1000,1000,16542125.444,10253.527058000001
NeuroLKH,500,ALPHA,trials,1000,1000,16541850.205,12901.282464629943
LKH,500,ALPHA,timelimit,1,1,16556610.247,450.91857999999974
NeuroLKH,500,ALPHA,timelimit,1,22,16543143.592,456.40651862992894
LKH,500,ALPHA,timelimit,10,10,16548019.776,587.5873840000002
NeuroLKH,500,ALPHA,timelimit,10,32,16542819.155,588.3523896299281
LKH,500,ALPHA,timelimit,100,100,16543726.223,1513.7709189999978
NeuroLKH,500,ALPHA,timelimit,100,103,16542190.926,1515.356448629929
LKH,500,ALPHA,timelimit,1000,1000,16542125.444,10253.527058000001
NeuroLKH,500,ALPHA,timelimit,1000,791,16541853.58,10265.86094462993
LKH,200,ALPHA,trials,1,1,10707095.722,99.0478500000001
NeuroLKH,200,ALPHA,trials,1,1,10704145.003,46.114904216201765
LKH,200,ALPHA,trials,10,10,10703735.593,138.47469200000015
NeuroLKH,200,ALPHA,trials,10,10,10702154.46,79.45298921620177
LKH,200,ALPHA,trials,100,100,10701758.416,472.1598580000002
NeuroLKH,200,ALPHA,trials,100,100,10701421.993,360.90416221620177
LKH,200,ALPHA,trials,1000,1000,10701350.72,3737.964499999999
NeuroLKH,200,ALPHA,trials,1000,1000,10701307.18,3090.2763562162027
LKH,200,ALPHA,timelimit,1,1,10707095.722,99.0478500000001
NeuroLKH,200,ALPHA,timelimit,1,16,10701887.511,99.43531221620182
LKH,200,ALPHA,timelimit,10,10,10703735.593,138.47469200000015
NeuroLKH,200,ALPHA,timelimit,10,29,10701685.391,141.68347621620177
LKH,200,ALPHA,timelimit,100,100,10701758.416,472.1598580000002
NeuroLKH,200,ALPHA,timelimit,100,137,10701378.704,474.9626052162015
LKH,200,ALPHA,timelimit,1000,1000,10701350.72,3737.964499999999
NeuroLKH,200,ALPHA,timelimit,1000,1000,10701307.18,3090.2763562162027
LKH,100,ALPHA,trials,1,1,7755113.037,39.00095900000002
NeuroLKH,100,ALPHA,trials,1,1,7753893.081,25.100112051788322
LKH,100,ALPHA,trials,10,10,7754173.777,51.144305000000045
NeuroLKH,100,ALPHA,trials,10,10,7753448.821,34.03236205178834
LKH,100,ALPHA,trials,100,100,7753450.397,157.21384099999995
NeuroLKH,100,ALPHA,trials,100,100,7753271.468,116.13143505178826
LKH,100,ALPHA,trials,1000,1000,7753254.436,1218.9401360000006
NeuroLKH,100,ALPHA,trials,1000,1000,7753246.499,922.3599020517877
LKH,100,ALPHA,timelimit,1,1,7755113.037,39.00095900000002
NeuroLKH,100,ALPHA,timelimit,1,16,7753382.223,39.52380705178837
LKH,100,ALPHA,timelimit,10,10,7754173.777,51.144305000000045
NeuroLKH,100,ALPHA,timelimit,10,29,7753345.804,51.54272805178833
LKH,100,ALPHA,timelimit,100,100,7753450.397,157.21384099999995
NeuroLKH,100,ALPHA,timelimit,100,146,7753269.697,157.51136605178837
LKH,100,ALPHA,timelimit,1000,1000,7753254.436,1218.9401360000006
NeuroLKH,100,ALPHA,timelimit,1000,1000,7753246.499,922.3599020517877